DATE,CRACK
9/26/2022,47.36
9/27/2022,50.408
9/28/2022,54.94
9/29/2022,53.838
9/30/2022,56.17
10/3/2022,56.314
10/4/2022,59.71
10/5/2022,69.406
10/6/2022,76.16
10/7/2022,77.786
10/11/2022,81.946
10/12/2022,83.446
10/13/2022,97.31
10/14/2022,104.454
10/17/2022,109.048
10/18/2022,107.138
10/19/2022,98.884
10/20/2022,88.364
10/21/2022,88.578
10/24/2022,87.004
10/25/2022,82.918
10/26/2022,88.27
10/27/2022,96.538
10/28/2022,102.83
10/31/2022,93.766
11/1/2022,79.724
11/2/2022,56.226
11/3/2022,99.096
11/4/2022,98.562
11/7/2022,96.108
11/8/2022,98.856
11/9/2022,96.868
11/10/2022,93.492
11/14/2022,92.272
11/15/2022,95.2
11/16/2022,74.988
11/17/2022,69.888
11/18/2022,71.13
11/21/2022,61.59
11/22/2022,65.33
11/23/2022,63.316
11/25/2022,61.688
11/28/2022,47.556
11/29/2022,52.114
11/30/2022,53.164
12/1/2022,48.762
12/2/2022,45.93
12/5/2022,41.442
12/6/2022,40.45
12/7/2022,37.606
12/8/2022,41.386
12/9/2022,39.116
12/12/2022,42.456
12/13/2022,45.898
12/14/2022,51.59
12/15/2022,53.68
12/16/2022,48.996
12/19/2022,46.414
12/20/2022,44.368
12/21/2022,47.326
12/22/2022,46.514
12/23/2022,49.412
12/27/2022,54.404
12/28/2022,54.376
12/29/2022,53.87
12/30/2022,51.216
1/3/2023,47.408
1/4/2023,47.51
1/5/2023,46.426
1/6/2023,47.988
1/9/2023,47.95
1/10/2023,50.386
1/11/2023,51.312
1/12/2023,52.216
1/13/2023,52.358
1/17/2023,52.008
1/18/2023,52.392
1/19/2023,55.476
1/20/2023,57.582
1/23/2023,61.684
1/24/2023,59.034
1/25/2023,53.192
1/26/2023,53.844
1/27/2023,49
1/30/2023,44.124
1/31/2023,47.05
2/1/2023,41.89
2/2/2023,39.966
2/3/2023,37.06
2/6/2023,35.93
2/7/2023,38.162
2/8/2023,36.148
2/9/2023,33.134
2/10/2023,32.988
2/13/2023,33.134
2/14/2023,35.58
2/15/2023,32.646
2/16/2023,29.826
2/17/2023,29.782
2/21/2023,32.29
2/22/2023,30.84
2/23/2023,30.328
2/24/2023,32.8
2/27/2023,34.344
2/28/2023,33.916
3/1/2023,35.032
3/2/2023,35.182
3/3/2023,35.46
3/6/2023,34.564
3/7/2023,33.388
3/8/2023,32.766
3/9/2023,29.778
3/10/2023,33.406
3/13/2023,35.066
3/14/2023,36.844
3/15/2023,35.814
3/16/2023,36.598
3/17/2023,39.65
3/20/2023,38.91
3/21/2023,37.154
3/22/2023,36.6
3/23/2023,35.314
3/24/2023,37.46
3/27/2023,36.372
3/28/2023,35.996
3/29/2023,30.874
3/30/2023,28.958
3/31/2023,26.548
4/3/2023,26.406
4/4/2023,26.442
4/5/2023,28.636
4/6/2023,26.064
4/10/2023,27.394
4/11/2023,24.552
4/12/2023,24.176
4/13/2023,25.192
4/14/2023,22.21
4/17/2023,23.482
4/18/2023,21.21
4/19/2023,21.032
4/20/2023,19.876
4/21/2023,19.412
4/24/2023,19.808
4/25/2023,18.332
4/26/2023,17.734
4/27/2023,16.874
4/28/2023,15.662
5/1/2023,17.212
5/2/2023,17.414
5/3/2023,17.228
5/4/2023,18.21
5/5/2023,18.98
5/8/2023,19.606
5/9/2023,19.896
5/10/2023,21.298
5/11/2023,21.38
5/12/2023,19.776
5/15/2023,21.876
5/16/2023,21.13
5/17/2023,21.972
5/18/2023,22.176
5/19/2023,20.788
5/22/2023,20.926
5/23/2023,19.782
5/24/2023,19.92
5/25/2023,20.048
5/26/2023,20.722
5/30/2023,20.01
5/31/2023,19.922
6/1/2023,20.63
6/2/2023,21.102
6/5/2023,20.764
6/6/2023,20.942
6/7/2023,22.358
6/8/2023,22.464
6/9/2023,22.87
6/12/2023,24.102
6/13/2023,25.362
6/14/2023,25.23
6/15/2023,27.754
6/16/2023,29.536
6/20/2023,27.424
6/21/2023,29.72
6/22/2023,29.018
6/23/2023,27.144
6/26/2023,28.644
6/27/2023,28.416
6/28/2023,26.262
6/29/2023,26.666
6/30/2023,27.242
7/3/2023,25.588
7/5/2023,27.718
7/6/2023,27.108
7/7/2023,26.89
7/10/2023,27.456
7/11/2023,26.644
7/12/2023,26.962
7/13/2023,25.662
7/14/2023,25.99
7/17/2023,25.832
7/18/2023,25.628
7/19/2023,28.76
7/20/2023,28.552
7/21/2023,30.376
7/24/2023,30.096
7/25/2023,29.23
7/26/2023,32.442
7/27/2023,33.86
7/28/2023,35.58
7/31/2023,36.22
8/1/2023,38.582
8/2/2023,40.368
8/3/2023,41.332
8/4/2023,38.704
8/7/2023,38.558
8/8/2023,38.818
8/9/2023,43.12
8/10/2023,42.098
8/11/2023,40.184
8/14/2023,39.384
8/15/2023,38.85
8/16/2023,39.754
8/17/2023,41.79
8/18/2023,44.372
8/21/2023,42.728
8/22/2023,44.196
8/23/2023,44.36
8/24/2023,45.304
8/25/2023,51.158
8/28/2023,45.686
8/29/2023,46.288
8/30/2023,40.496
8/31/2023,40.98
9/1/2023,37.624
9/5/2023,42.494
9/6/2023,40.508
9/7/2023,42.532
9/8/2023,44.958
9/11/2023,47.814
9/12/2023,44.942
9/13/2023,49.38
9/14/2023,49.394
9/15/2023,44.914
9/18/2023,40.2
9/19/2023,45.634
9/20/2023,43.73
9/21/2023,45.722
9/22/2023,44.568
9/25/2023,41.192
9/26/2023,39.4
9/27/2023,40.016
9/28/2023,43.086
9/29/2023,44.638
10/2/2023,43.952
10/3/2023,42.62
10/4/2023,40.462
10/5/2023,36.182
10/6/2023,36.828
10/10/2023,39.438
10/11/2023,40.83
10/12/2023,43.55
10/13/2023,45.596
10/16/2023,44.684
10/17/2023,45.052
10/18/2023,41.514
10/19/2023,42.53
10/20/2023,41.878
10/23/2023,43.114
10/24/2023,41
10/25/2023,36.654
10/26/2023,28.886
10/27/2023,36.054
10/30/2023,38.098
10/31/2023,40.034
11/1/2023,39.49
11/2/2023,38.55
11/3/2023,35.864
11/6/2023,36.312
11/7/2023,38.422
11/8/2023,37.928
11/9/2023,37.27
11/13/2023,38.782
11/14/2023,39.414
11/15/2023,42.34
11/16/2023,42.084
11/17/2023,39.492
11/20/2023,41.39
11/21/2023,43.03
11/22/2023,42.522
11/24/2023,43.736
11/27/2023,44.526
11/28/2023,44.534
11/29/2023,42.392
11/30/2023,42.234
12/1/2023,36.886
12/4/2023,38.486
12/5/2023,37.754
12/6/2023,37.616
12/7/2023,37.05
12/8/2023,34.088
12/11/2023,34.974
12/12/2023,33.244
12/13/2023,34.272
12/14/2023,33.202
12/15/2023,34.412
12/18/2023,35.486
12/19/2023,36.306
12/20/2023,35.498
12/21/2023,36.072
12/22/2023,33.936
12/26/2023,31.596
12/27/2023,31.908
12/28/2023,31.636
12/29/2023,30.758
1/2/2024,32.91
1/3/2024,32.45
1/4/2024,32.368
1/5/2024,32.092
1/8/2024,33.562
1/9/2024,34.838
1/10/2024,33.766
1/11/2024,36.504
1/12/2024,35.462
1/16/2024,34.428
1/17/2024,34.52
1/18/2024,34.628
1/19/2024,34.25
1/22/2024,33.772
1/23/2024,34.102
1/24/2024,33.048
1/25/2024,35.406
1/26/2024,37.134
1/29/2024,38.376
1/30/2024,35.772
1/31/2024,37.372
2/1/2024,36.814
2/2/2024,35.808
2/5/2024,38.552
2/6/2024,38.772
2/7/2024,41.408
2/8/2024,42.022
2/9/2024,43.658
2/12/2024,42.78
2/13/2024,40.328
2/14/2024,37.822
2/15/2024,36.484
2/16/2024,34.884
2/20/2024,32.958
2/21/2024,31.738
2/22/2024,33.172
2/23/2024,32.65
2/26/2024,34.87
2/27/2024,32.508
2/28/2024,28.5
2/29/2024,29.728
3/1/2024,30.862
3/4/2024,29.698
3/5/2024,28.116
3/6/2024,29.414
3/7/2024,31.07
3/8/2024,29.442
3/11/2024,30.246
3/12/2024,28.884
3/13/2024,29.538
3/14/2024,28.426
3/15/2024,29.57
3/18/2024,30.056
3/19/2024,28.422
3/20/2024,26.872
3/21/2024,26.37
3/22/2024,26.63
3/25/2024,26.79
3/26/2024,23.556
3/27/2024,22.934
3/28/2024,22.09
4/1/2024,22.14
4/2/2024,24.216
4/3/2024,24.66
4/4/2024,24.308
4/5/2024,24.324
4/8/2024,23.85
4/9/2024,22.95
4/10/2024,23.648
4/11/2024,22.864
4/12/2024,22.698
4/15/2024,21.814
4/16/2024,21.118
4/17/2024,20.538
4/18/2024,18.476
4/19/2024,18.858
4/22/2024,19.71
4/23/2024,19.738
4/24/2024,18.81
4/25/2024,18.106
4/26/2024,17.31
4/29/2024,18.01
4/30/2024,17.814
5/1/2024,18.294
5/2/2024,17.9
5/3/2024,18.462
5/6/2024,18.6
5/7/2024,18.814
5/8/2024,18.97
5/9/2024,18.596
5/10/2024,17.588
5/13/2024,16.982
5/14/2024,17.4
5/15/2024,16.916
5/16/2024,17.22
5/17/2024,18.006
5/20/2024,19.662
5/21/2024,19.762
5/22/2024,19.55
5/23/2024,21.062
5/24/2024,19.632
5/28/2024,19.816
5/29/2024,18.586
5/30/2024,17.094
5/31/2024,17.496
6/3/2024,17.266
6/4/2024,18.088
6/5/2024,18.034
6/6/2024,18.736
6/7/2024,18.516
6/10/2024,19.026
6/11/2024,18.812
6/12/2024,19.014
6/13/2024,20.938
6/14/2024,20.55
6/17/2024,19.008
6/18/2024,19.348
6/20/2024,18.678
6/21/2024,19.132
6/24/2024,19.598
6/25/2024,19.628
6/26/2024,20.374
6/27/2024,18.432
6/28/2024,17.172
7/1/2024,19.334
7/2/2024,20.742
7/3/2024,19.516
7/5/2024,19.72
7/8/2024,18.766
7/9/2024,17.558
7/10/2024,16.948
7/11/2024,16.46
7/12/2024,16.26
7/15/2024,16.572
7/16/2024,16.108
7/17/2024,14.582
7/18/2024,14.026
7/19/2024,14.12
7/22/2024,14.804
7/23/2024,17.1
7/24/2024,17.652
7/25/2024,17.968
7/26/2024,16.634
7/29/2024,16.264
7/30/2024,16.062
7/31/2024,15.77
8/1/2024,17.6
8/2/2024,15.226
8/5/2024,17.772
8/6/2024,16.498
8/7/2024,16.896
8/8/2024,15.978
8/9/2024,14.666
8/12/2024,14.016
8/13/2024,14.816
8/14/2024,15.19
8/15/2024,12.782
8/16/2024,12.586
8/19/2024,12.044
8/20/2024,12.636
8/21/2024,14.306
8/22/2024,14.144
8/23/2024,13.766
8/26/2024,12.698
8/27/2024,12.33
8/28/2024,10.946
8/29/2024,12.098
8/30/2024,12.63
9/3/2024,14.106
9/4/2024,11.748
9/5/2024,12.44
9/6/2024,3.744
9/9/2024,0.532
9/10/2024,0.176
