DATE,CRACK
8/28/2017,18.154
8/29/2017,17.17
8/30/2017,17.544
8/31/2017,21.998
9/1/2017,23.954
9/5/2017,22.266
9/6/2017,21.22
9/7/2017,22.258
9/8/2017,23.12
9/11/2017,21.45
9/12/2017,21.342
9/13/2017,18.404
9/14/2017,21.54
9/15/2017,21.626
9/18/2017,21.73
9/19/2017,21.02
9/20/2017,21.53
9/21/2017,21.66
9/22/2017,21.49
9/25/2017,22.07
9/26/2017,22.456
9/27/2017,21.192
9/28/2017,24.652
9/29/2017,23.846
10/2/2017,19.508
10/3/2017,20.288
10/4/2017,21.568
10/5/2017,21.408
10/6/2017,20.8
10/9/2017,18.586
10/10/2017,18.538
10/11/2017,18.42
10/12/2017,18.69
10/13/2017,18.92
10/16/2017,19.666
10/17/2017,19.866
10/18/2017,19.476
10/19/2017,20.446
10/20/2017,20.904
10/23/2017,19.574
10/24/2017,20.97
10/25/2017,21.068
10/26/2017,21.132
10/27/2017,20.966
10/30/2017,20.986
10/31/2017,20.778
11/1/2017,19.894
11/2/2017,19.748
11/3/2017,19.592
11/6/2017,19.562
11/7/2017,19.544
11/8/2017,19.116
11/9/2017,19.826
11/10/2017,20.32
11/13/2017,20.09
11/14/2017,19.636
11/15/2017,20.488
11/16/2017,20.88
11/17/2017,20.986
11/20/2017,20.986
11/21/2017,20.44
11/22/2017,19.484
11/24/2017,19.054
11/27/2017,19.726
11/28/2017,19.992
11/29/2017,19.736
11/30/2017,18.284
12/1/2017,19.35
12/4/2017,18.204
12/5/2017,19.116
12/6/2017,18.508
12/7/2017,19.1
12/8/2017,19.878
12/11/2017,20.07
12/12/2017,20.664
12/13/2017,20.018
12/14/2017,19.818
12/15/2017,19.15
12/18/2017,20.11
12/19/2017,20.336
12/20/2017,20.03
12/21/2017,19.906
12/22/2017,20.878
12/26/2017,22.686
12/27/2017,22.272
12/28/2017,23.026
12/29/2017,23.246
1/2/2018,22.916
1/3/2018,23.65
1/4/2018,22.65
1/5/2018,22.972
1/8/2018,22.27
1/9/2018,21.668
1/10/2018,21.408
1/11/2018,21.156
1/12/2018,21.208
1/16/2018,20.684
1/17/2018,20.332
1/18/2018,20.124
1/19/2018,20.578
1/22/2018,20.34
1/23/2018,20.936
1/24/2018,20.116
1/25/2018,19.892
1/26/2018,20.418
1/29/2018,19.508
1/30/2018,19.654
1/31/2018,19.348
2/1/2018,18.752
2/2/2018,16.904
2/5/2018,16.838
2/6/2018,16.656
2/7/2018,15.748
2/8/2018,14.762
2/9/2018,15.686
2/12/2018,14.93
2/13/2018,15.01
2/14/2018,15.194
2/15/2018,14.792
2/16/2018,15.18
2/20/2018,14.656
2/21/2018,14.71
2/22/2018,14.854
2/23/2018,15.482
2/26/2018,15.948
2/27/2018,16.272
2/28/2018,14.8
3/1/2018,14.956
3/2/2018,14.704
3/5/2018,12.858
3/6/2018,13.018
3/7/2018,14.468
3/8/2018,14.798
3/9/2018,13.37
3/12/2018,13.326
3/13/2018,15.876
3/14/2018,16.138
3/15/2018,16.246
3/16/2018,15.788
3/19/2018,16.236
3/20/2018,16.01
3/21/2018,18.102
3/22/2018,17.986
3/23/2018,17.444
3/26/2018,17.166
3/27/2018,17.32
3/28/2018,18.23
3/29/2018,17.87
4/2/2018,18.472
4/3/2018,18.49
4/4/2018,18.046
4/5/2018,17.698
4/6/2018,18.4
4/9/2018,18.794
4/10/2018,19.654
4/11/2018,19.71
4/12/2018,18.988
4/13/2018,19.422
4/16/2018,19.366
4/17/2018,18.466
4/18/2018,18.458
4/19/2018,19.27
4/20/2018,19.352
4/23/2018,19.792
4/24/2018,20.498
4/25/2018,20.368
4/26/2018,21.112
4/27/2018,20.3
4/30/2018,20.816
5/1/2018,19.912
5/2/2018,19.87
5/3/2018,19.54
5/4/2018,19.75
5/7/2018,19.392
5/8/2018,21.386
5/9/2018,20.904
5/10/2018,20.872
5/11/2018,21.668
5/14/2018,22.44
5/15/2018,21.606
5/16/2018,22.482
5/17/2018,23.282
5/18/2018,22.934
5/21/2018,22.324
5/22/2018,22.2
5/23/2018,23.07
5/24/2018,23.058
5/25/2018,23.304
5/29/2018,23.626
5/30/2018,24.16
5/31/2018,24.454
6/1/2018,24.238
6/4/2018,24.364
6/5/2018,22.858
6/6/2018,23.744
6/7/2018,24.214
6/8/2018,23.648
6/11/2018,23.318
6/12/2018,22.786
6/13/2018,23.838
6/14/2018,22.508
6/15/2018,21.174
6/18/2018,22.29
6/19/2018,22.732
6/20/2018,20.978
6/21/2018,20.378
6/22/2018,18.844
6/25/2018,17.324
6/26/2018,12.97
6/27/2018,12.176
6/28/2018,16.178
6/29/2018,16.926
7/2/2018,15.024
7/3/2018,15.438
7/5/2018,17.586
7/6/2018,16.184
7/9/2018,17.294
7/10/2018,17.954
7/11/2018,16.974
7/12/2018,17.416
7/13/2018,17.086
7/16/2018,16.914
7/17/2018,17.314
7/18/2018,17.656
7/19/2018,16.932
7/20/2018,16.546
7/23/2018,19.586
7/24/2018,17.22
7/25/2018,17.784
7/26/2018,18.374
7/27/2018,20.758
7/30/2018,18.69
7/31/2018,18.782
8/1/2018,18.182
8/2/2018,19.124
8/3/2018,19.794
8/6/2018,19.568
8/7/2018,20.374
8/8/2018,20.482
8/9/2018,20.76
8/10/2018,21.22
8/13/2018,21.454
8/14/2018,21.202
8/15/2018,21.534
8/16/2018,21.332
8/17/2018,21.052
8/20/2018,20.944
8/21/2018,20.712
8/22/2018,22.198
8/23/2018,21.128
8/24/2018,21.472
8/27/2018,21.8
8/28/2018,23.188
8/29/2018,23.518
8/30/2018,22.822
8/31/2018,23.19
9/4/2018,23.168
9/5/2018,23.92
9/6/2018,24.002
9/7/2018,24.376
9/10/2018,24.514
9/11/2018,24.328
9/12/2018,23.416
9/13/2018,23.8
9/14/2018,22.664
9/17/2018,22.7
9/18/2018,22.908
9/19/2018,22.118
9/20/2018,21.588
9/21/2018,21.474
9/24/2018,21.816
9/25/2018,22.234
9/26/2018,23.876
9/27/2018,24.336
9/28/2018,24.7
10/1/2018,24.968
10/2/2018,24.464
10/3/2018,24.82
10/4/2018,25.478
10/5/2018,25.196
10/8/2018,25.27
10/9/2018,25.808
10/10/2018,26.234
10/11/2018,26.008
10/12/2018,25.484
10/15/2018,24.928
10/16/2018,25.426
10/17/2018,26.928
10/18/2018,27.256
10/19/2018,27.104
10/22/2018,27.77
10/23/2018,27.086
10/24/2018,26.68
10/25/2018,27.586
10/26/2018,28.474
10/29/2018,27.836
10/30/2018,28.11
10/31/2018,28.56
11/1/2018,27.974
11/2/2018,27.306
11/5/2018,27.978
11/6/2018,29.106
11/7/2018,31.676
11/8/2018,29.842
11/9/2018,29.816
11/12/2018,29.358
11/13/2018,30.344
11/14/2018,31.2
11/15/2018,30.07
11/16/2018,30.198
11/19/2018,29.822
11/20/2018,29.35
11/21/2018,27.952
11/26/2018,27.5
11/27/2018,27.44
11/28/2018,26.506
11/29/2018,25.19
11/30/2018,25.534
12/3/2018,25.854
12/4/2018,25.624
12/5/2018,26.068
12/6/2018,26.16
12/7/2018,25.738
12/10/2018,25.748
12/11/2018,25.504
12/12/2018,26.198
12/13/2018,25.934
12/14/2018,25.726
12/17/2018,25.422
12/18/2018,27.296
12/19/2018,26.968
12/20/2018,27.734
12/21/2018,26.566
12/26/2018,26.662
12/27/2018,26.248
12/28/2018,23.856
1/2/2019,24.544
1/3/2019,25.152
1/4/2019,25.866
1/7/2019,25.398
1/8/2019,25.6
1/9/2019,25.342
1/10/2019,25.994
1/11/2019,26.26
1/14/2019,26.088
1/15/2019,25.69
1/16/2019,26.208
1/17/2019,25.912
1/18/2019,25.486
1/22/2019,26.202
1/23/2019,25.47
1/24/2019,24.928
1/25/2019,24.38
1/28/2019,24.23
1/29/2019,25.134
1/30/2019,24.066
1/31/2019,23.398
2/1/2019,23.712
2/4/2019,24.096
2/5/2019,24.556
2/6/2019,24.894
2/7/2019,25.776
2/8/2019,26.042
2/11/2019,25.606
2/12/2019,25.61
2/13/2019,26.254
2/14/2019,27.164
2/15/2019,27.874
2/19/2019,26.326
2/20/2019,26.344
2/21/2019,26.882
2/22/2019,26.696
2/25/2019,26.16
2/26/2019,27.298
2/27/2019,26.534
2/28/2019,26.454
3/1/2019,26.644
3/4/2019,26.35
3/5/2019,26.568
3/6/2019,27.276
3/7/2019,26.686
3/8/2019,27.138
3/11/2019,26.244
3/12/2019,25.598
3/13/2019,24.764
3/14/2019,23.688
3/15/2019,23.222
3/18/2019,22.642
3/19/2019,23.2
3/20/2019,23.082
3/21/2019,22.508
3/22/2019,22.568
3/25/2019,23.652
3/26/2019,22.87
3/27/2019,22.804
3/28/2019,22.652
3/29/2019,21.71
4/1/2019,21.15
4/2/2019,20.966
4/3/2019,20.952
4/4/2019,21.334
4/5/2019,21.698
4/8/2019,20.848
4/9/2019,20.958
4/10/2019,21.606
4/11/2019,22.322
4/12/2019,21.946
4/15/2019,22.334
4/16/2019,22.384
4/17/2019,22.192
4/18/2019,21.996
4/22/2019,21.742
4/23/2019,21.624
4/24/2019,21.022
4/25/2019,21.794
4/26/2019,21.382
4/29/2019,21.954
4/30/2019,22.312
5/1/2019,23.096
5/2/2019,23.762
5/3/2019,23.994
5/6/2019,24.01
5/7/2019,23.01
5/8/2019,23.382
5/9/2019,23.218
5/10/2019,23.652
5/13/2019,23.156
5/14/2019,23.524
5/15/2019,24.7
5/16/2019,25.438
5/17/2019,24.086
5/20/2019,23.148
5/21/2019,23.29
5/22/2019,23.168
5/23/2019,23.788
5/24/2019,23.794
5/28/2019,23.578
5/29/2019,22.808
5/30/2019,22.7
5/31/2019,22.488
6/3/2019,21.342
6/4/2019,21.764
6/5/2019,21.636
6/6/2019,22.086
6/7/2019,21.482
6/10/2019,21.472
6/11/2019,22.006
6/12/2019,22.202
6/13/2019,21.876
6/14/2019,22.962
6/17/2019,22.274
6/18/2019,21.698
6/19/2019,21.86
6/20/2019,21.198
6/21/2019,21.862
6/24/2019,20.936
6/25/2019,22.002
6/26/2019,22.1
6/27/2019,21.208
6/28/2019,21.432
7/1/2019,21.52
7/2/2019,22.204
7/3/2019,21.144
7/8/2019,20.77
7/9/2019,21.6
7/10/2019,21.578
7/11/2019,21.97
7/12/2019,21.868
7/15/2019,20.92
7/16/2019,21.478
7/17/2019,21.452
7/18/2019,22.494
7/19/2019,22.994
7/22/2019,22.838
7/23/2019,22.926
7/24/2019,22.892
7/25/2019,22.912
7/26/2019,22.668
7/29/2019,22.194
7/30/2019,22.516
7/31/2019,22.152
8/1/2019,23.22
8/2/2019,21.484
8/5/2019,20.718
8/6/2019,21.664
8/7/2019,22.276
8/8/2019,20.858
8/9/2019,19.93
8/12/2019,19.612
8/13/2019,19.852
8/14/2019,20.356
8/15/2019,19.746
8/16/2019,19.552
8/19/2019,19.15
8/20/2019,20.008
8/21/2019,20.79
8/22/2019,20.354
8/23/2019,20.428
8/26/2019,20.968
8/27/2019,20.232
8/28/2019,20.722
8/29/2019,20.232
8/30/2019,20.572
9/3/2019,20.598
9/4/2019,22.278
9/5/2019,22.126
9/6/2019,22.51
9/9/2019,22.508
9/10/2019,23.186
9/11/2019,24.056
9/12/2019,23.452
9/13/2019,23.486
9/16/2019,23.798
9/17/2019,24.236
9/18/2019,24.802
9/19/2019,26.314
9/20/2019,25.45
9/23/2019,24.386
9/24/2019,24.428
9/25/2019,25.058
9/26/2019,25.072
9/27/2019,25.026
9/30/2019,24.996
10/1/2019,25.57
10/2/2019,25.03
10/3/2019,26.004
10/4/2019,26.12
10/7/2019,26.788
10/8/2019,26.572
10/9/2019,27.338
10/10/2019,26.776
10/11/2019,26.552
10/14/2019,25.81
10/15/2019,26.528
10/16/2019,28.186
10/17/2019,28.262
10/18/2019,28.108
10/21/2019,28.452
10/22/2019,27.648
10/23/2019,26.756
10/24/2019,27.386
10/25/2019,26.43
10/28/2019,26.678
10/29/2019,26.644
10/30/2019,25.328
10/31/2019,25.024
11/1/2019,24.81
11/4/2019,25.024
11/5/2019,24.902
11/6/2019,24.532
11/7/2019,23.226
11/8/2019,23.284
11/12/2019,22.542
11/13/2019,23.298
11/14/2019,23.482
11/15/2019,23.73
11/18/2019,22.35
11/19/2019,22.434
11/20/2019,22.334
11/21/2019,22.532
11/22/2019,23.17
11/25/2019,23.354
11/26/2019,23.692
11/27/2019,22.814
12/2/2019,22.402
12/3/2019,22.222
12/4/2019,21.592
12/5/2019,21.8
12/6/2019,21.944
12/9/2019,21.65
12/10/2019,22.344
12/11/2019,21.48
12/12/2019,22.048
12/13/2019,22.084
12/16/2019,23.034
12/17/2019,23.582
12/18/2019,23.112
12/19/2019,22.952
12/20/2019,23.402
12/23/2019,23.658
12/24/2019,23.544
12/26/2019,23.54
12/27/2019,23.416
12/30/2019,23.054
12/31/2019,23.028
1/2/2020,22.914
1/3/2020,22.638
1/6/2020,20.898
1/7/2020,21.678
1/8/2020,22.334
1/9/2020,21.668
1/10/2020,21.452
1/13/2020,20.832
1/14/2020,20.914
1/15/2020,20.134
1/16/2020,18.718
1/17/2020,18.436
1/21/2020,17.182
1/22/2020,17.454
1/23/2020,18.368
1/24/2020,17.688
1/27/2020,15.832
1/28/2020,17.566
1/29/2020,16.724
1/30/2020,16.438
1/31/2020,15.41
2/3/2020,14.62
2/4/2020,15.888
2/5/2020,17.254
2/6/2020,17.73
2/7/2020,17.364
2/10/2020,16.812
2/11/2020,17.116
2/12/2020,18.044
2/13/2020,17.932
2/14/2020,18.068
2/18/2020,16.948
2/19/2020,16.704
2/20/2020,15.824
2/21/2020,15.94
2/24/2020,14.79
2/25/2020,14.438
2/26/2020,12.902
2/27/2020,13.31
2/28/2020,16.07
3/2/2020,17.102
3/3/2020,16.36
3/4/2020,17.186
3/5/2020,15.924
3/6/2020,16.484
3/9/2020,17.208
3/10/2020,17.358
3/11/2020,17.648
3/12/2020,15.48
3/13/2020,16.454
3/16/2020,13.628
3/17/2020,15.67
3/18/2020,20.008
3/19/2020,17.624
3/20/2020,22.142
3/23/2020,19.216
3/24/2020,23.364
3/25/2020,23.896
3/26/2020,27.038
3/27/2020,28.116
3/30/2020,27.732
3/31/2020,20.314
4/1/2020,18.36
4/2/2020,15.896
4/3/2020,17.042
4/6/2020,17.134
4/7/2020,18.334
4/8/2020,16.988
4/9/2020,17.756
4/13/2020,18.968
4/14/2020,19.288
4/15/2020,17.966
4/16/2020,19.24
4/17/2020,21.338
4/20/2020,73.856
4/21/2020,21.75
4/22/2020,17.146
4/23/2020,14.844
4/24/2020,11.52
4/27/2020,11.434
4/28/2020,12.086
4/29/2020,12.344
4/30/2020,11.01
5/1/2020,11.99
5/4/2020,12.206
5/5/2020,11.098
5/6/2020,7.158
5/7/2020,7.946
5/8/2020,9.332
5/11/2020,9.16
5/12/2020,5.278
5/13/2020,6.004
5/14/2020,7.376
5/15/2020,6.26
5/18/2020,7.944
5/19/2020,5.416
5/20/2020,5.038
5/21/2020,4.256
5/22/2020,4.646
5/26/2020,4.276
5/27/2020,5.042
5/28/2020,2.45
5/29/2020,3.574
6/1/2020,5.292
6/2/2020,6.296
6/3/2020,2.906
6/4/2020,3.572
6/5/2020,4.274
6/8/2020,4.586
6/9/2020,5.12
6/10/2020,5.022
6/11/2020,5.108
6/12/2020,7.608
6/15/2020,7.912
6/16/2020,8.948
6/17/2020,9.508
6/18/2020,9.468
6/19/2020,8.706
6/22/2020,8.54
6/23/2020,8.11
6/24/2020,8.248
6/25/2020,7.918
6/26/2020,6.536
6/29/2020,7.244
6/30/2020,7.98
7/1/2020,8.294
7/2/2020,8.78
7/6/2020,9.428
7/7/2020,9.012
7/8/2020,9.364
7/9/2020,10.088
7/10/2020,9.882
7/13/2020,8.786
7/14/2020,8.546
7/15/2020,8.822
7/16/2020,8.61
7/17/2020,8.506
7/20/2020,8.898
7/21/2020,9.732
7/22/2020,9.444
7/23/2020,9.62
7/24/2020,9.464
7/27/2020,9.318
7/28/2020,9.258
7/29/2020,9.648
7/30/2020,9.164
7/31/2020,8.83
8/3/2020,9.066
8/4/2020,8.898
8/5/2020,8.444
8/6/2020,8.344
8/7/2020,7.854
8/10/2020,7.62
8/11/2020,8.03
8/12/2020,7.338
8/13/2020,7.3
8/14/2020,7.468
8/17/2020,6.586
8/18/2020,7.09
8/19/2020,6.818
8/20/2020,7.108
8/21/2020,5.686
8/24/2020,7.372
8/25/2020,7.272
8/26/2020,6.476
8/27/2020,5.546
8/28/2020,5.928
8/31/2020,5.312
9/1/2020,6.212
9/2/2020,4.448
9/3/2020,4.768
9/4/2020,6.006
9/8/2020,6.18
9/9/2020,5.546
9/10/2020,5.254
9/11/2020,6.224
9/14/2020,6.366
9/15/2020,5.642
9/16/2020,4.518
9/17/2020,5.546
9/18/2020,5.236
9/21/2020,5.512
9/22/2020,4.382
9/23/2020,3.76
9/24/2020,4.158
9/25/2020,4.67
9/28/2020,4.932
9/29/2020,5.364
9/30/2020,6.15
10/1/2020,6.682
10/2/2020,6.906
10/5/2020,6.996
10/6/2020,7.234
10/7/2020,7.178
10/8/2020,7.176
10/9/2020,7.65
10/12/2020,7.61
10/13/2020,6.968
10/14/2020,7.44
10/15/2020,7.292
10/16/2020,6.886
10/19/2020,5.3
10/20/2020,5.334
10/21/2020,5.606
10/22/2020,5.698
10/23/2020,6.008
10/26/2020,6.508
10/27/2020,6.944
10/28/2020,7.208
10/29/2020,7.11
10/30/2020,7.242
11/2/2020,7.416
11/3/2020,7.374
11/4/2020,7.02
11/5/2020,7.304
11/6/2020,7.676
11/9/2020,7.326
11/10/2020,7.624
11/11/2020,7.28
11/12/2020,6.812
11/13/2020,6.606
11/16/2020,6.446
11/17/2020,6.808
11/18/2020,8.088
11/19/2020,8.746
11/20/2020,8.62
11/23/2020,8.582
11/24/2020,9.218
11/25/2020,9.566
11/30/2020,9.022
12/1/2020,9.472
12/2/2020,9.622
12/3/2020,9.37
12/4/2020,9.168
12/7/2020,9.762
12/8/2020,10.22
12/9/2020,9.918
12/10/2020,10.192
12/11/2020,10.278
12/14/2020,10.646
12/15/2020,10.128
12/16/2020,10.646
12/17/2020,11.006
12/18/2020,10.936
12/21/2020,10.506
12/22/2020,10.856
12/23/2020,11.364
12/24/2020,11.124
12/28/2020,10.964
12/29/2020,10.782
12/30/2020,10.56
12/31/2020,10.366
1/4/2021,9.818
1/5/2021,10.406
1/6/2021,9.862
1/7/2021,9.85
1/8/2021,10.188
1/11/2021,9.674
1/12/2021,9.836
1/13/2021,10.064
1/14/2021,10.832
1/15/2021,10.456
1/19/2021,10.046
1/20/2021,9.63
1/21/2021,9.916
1/22/2021,9.712
1/25/2021,9.926
1/26/2021,9.844
1/27/2021,9.77
1/28/2021,10.068
1/29/2021,10.294
2/1/2021,10.92
2/2/2021,10.498
2/3/2021,10.354
2/4/2021,10.422
2/5/2021,9.98
2/8/2021,10.384
2/9/2021,10.162
2/10/2021,10.274
2/11/2021,10.282
2/12/2021,10.262
2/16/2021,11.414
2/17/2021,11.528
2/18/2021,11.336
2/19/2021,12.322
2/22/2021,11.788
2/23/2021,13.478
2/24/2021,13.482
2/25/2021,10.91
2/26/2021,10.648
3/1/2021,10.776
3/2/2021,10.986
3/3/2021,10.49
3/4/2021,10.698
3/5/2021,9.772
3/8/2021,8.974
3/9/2021,9.48
3/10/2021,9.89
3/11/2021,10.21
3/12/2021,10.346
3/15/2021,9.736
3/16/2021,9.142
3/17/2021,8.152
3/18/2021,7.082
3/19/2021,8.794
3/22/2021,9.08
3/23/2021,8.904
3/24/2021,8.81
3/25/2021,8.436
3/26/2021,8.16
3/29/2021,7.81
3/30/2021,8.204
3/31/2021,8.892
4/1/2021,8.898
4/5/2021,9.478
4/6/2021,9.918
4/7/2021,9.824
4/8/2021,10.11
4/9/2021,10.22
4/12/2021,9.978
4/13/2021,9.73
4/14/2021,9.426
4/15/2021,9.87
4/16/2021,9.878
4/19/2021,9.876
4/20/2021,9.714
4/21/2021,9.64
4/22/2021,10.118
4/23/2021,9.808
4/26/2021,10.136
4/27/2021,10.386
4/28/2021,10.488
4/29/2021,10.096
4/30/2021,9.622
5/3/2021,9.964
5/4/2021,10.93
5/5/2021,10.726
5/6/2021,11.668
5/7/2021,11.816
5/10/2021,12.234
5/11/2021,12.81
5/12/2021,13.21
5/13/2021,12.242
5/14/2021,12.506
5/17/2021,12.594
5/18/2021,12.798
5/19/2021,12.992
5/20/2021,12.264
5/21/2021,12.158
5/24/2021,11.318
5/25/2021,10.506
5/26/2021,11.584
5/27/2021,11.586
5/28/2021,11.348
6/1/2021,11.454
6/2/2021,10.422
6/3/2021,10.276
6/4/2021,9.936
6/7/2021,10.338
6/8/2021,10.488
6/9/2021,10.068
6/10/2021,10.048
6/11/2021,8.38
6/14/2021,8.23
6/15/2021,7.53
6/16/2021,6.678
6/17/2021,6.682
6/18/2021,7.026
6/21/2021,6.538
6/22/2021,8.246
6/23/2021,10.428
6/24/2021,10.522
6/25/2021,7.9
6/28/2021,7.996
6/29/2021,8.424
6/30/2021,7.792
7/1/2021,6.864
7/2/2021,8.168
7/6/2021,7.44
7/7/2021,7.454
7/8/2021,8.416
7/9/2021,7.844
7/12/2021,8.95
7/13/2021,9.138
7/14/2021,9.428
7/15/2021,9.348
7/16/2021,9.216
7/19/2021,9.57
7/20/2021,9.918
7/21/2021,9.792
7/22/2021,9.708
7/23/2021,9.87
7/26/2021,10.926
7/27/2021,10.766
7/28/2021,10.286
7/29/2021,10.632
7/30/2021,11.372
8/2/2021,11.934
8/3/2021,10.672
8/4/2021,10.812
8/5/2021,11.246
8/6/2021,10.868
8/9/2021,11.182
8/10/2021,10.756
8/11/2021,10.836
8/12/2021,10.596
8/13/2021,9.886
8/16/2021,10.26
8/17/2021,10.654
8/18/2021,10.114
8/19/2021,10.524
8/20/2021,8.94
8/23/2021,9.698
8/24/2021,10.788
8/25/2021,12.94
8/26/2021,12.632
8/27/2021,12.262
8/30/2021,13.166
8/31/2021,14.394
9/1/2021,13.69
9/2/2021,13.888
9/3/2021,14.534
9/7/2021,13.914
9/8/2021,13.548
9/9/2021,13.682
9/10/2021,13.34
9/13/2021,13.46
9/14/2021,13.554
9/15/2021,13.3
9/16/2021,13.494
9/17/2021,13.842
9/20/2021,14.01
9/21/2021,15.338
9/22/2021,14.57
9/23/2021,15.316
9/24/2021,15.49
9/27/2021,16.02
9/28/2021,15.532
9/29/2021,17.298
9/30/2021,18.482
10/1/2021,19.162
10/4/2021,19.928
10/5/2021,20.076
10/6/2021,18.856
10/7/2021,19.358
10/8/2021,18.646
10/11/2021,19.908
10/12/2021,19.378
10/13/2021,20.088
10/14/2021,21.302
10/15/2021,19.88
10/18/2021,18.39
10/19/2021,18.45
10/20/2021,18.542
10/21/2021,18.874
10/22/2021,16.858
10/25/2021,17.378
10/26/2021,16.672
10/27/2021,16.796
10/28/2021,16.466
10/29/2021,14.864
11/1/2021,15.208
11/2/2021,17.1
11/3/2021,16.872
11/4/2021,16.67
11/5/2021,15.98
11/8/2021,16.236
11/9/2021,15.378
11/10/2021,15.706
11/11/2021,15.046
11/12/2021,14.302
11/15/2021,14.49
11/16/2021,15.672
11/17/2021,15.424
11/18/2021,15.454
11/19/2021,14.19
11/22/2021,14.946
11/23/2021,16.264
11/24/2021,15.508
11/29/2021,14.288
11/30/2021,14.542
12/1/2021,15.536
12/2/2021,16.266
12/3/2021,15.846
12/6/2021,16.06
12/7/2021,15.966
12/8/2021,17.114
12/9/2021,17.12
12/10/2021,17.246
12/13/2021,16.8
12/14/2021,16.202
12/15/2021,17.016
12/16/2021,15.944
12/17/2021,15.8
12/20/2021,18.25
12/21/2021,18.948
12/22/2021,19.244
12/23/2021,19.014
12/27/2021,18.59
12/28/2021,18.616
12/29/2021,18.298
12/30/2021,18.216
12/31/2021,17.532
1/3/2022,18.3
1/4/2022,18.718
1/5/2022,18.56
1/6/2022,19.104
1/7/2022,20.708
1/10/2022,21.262
1/11/2022,21.478
1/12/2022,21.314
1/13/2022,21.812
1/14/2022,21.726
1/18/2022,22.31
1/19/2022,20.134
1/20/2022,19.298
1/21/2022,21.982
1/24/2022,21.402
1/25/2022,20.028
1/26/2022,21.332
1/27/2022,25.832
1/28/2022,23.84
1/31/2022,20.334
2/1/2022,22.996
2/2/2022,23.77
2/3/2022,25.204
2/4/2022,24.322
2/7/2022,25.384
2/8/2022,25.214
2/9/2022,26.224
2/10/2022,25.544
2/11/2022,27.02
2/14/2022,25.608
2/15/2022,24.774
2/16/2022,18.856
2/17/2022,20.528
2/18/2022,20.418
2/22/2022,19.064
2/23/2022,20.042
2/24/2022,22.352
2/25/2022,21.804
2/28/2022,23.696
3/1/2022,28.01
3/2/2022,35.63
3/3/2022,37.714
3/4/2022,41.1
3/7/2022,46.388
3/8/2022,64.1
3/9/2022,41.382
3/10/2022,33.888
3/11/2022,35.086
3/14/2022,34.12
3/15/2022,29.916
3/16/2022,36.148
3/17/2022,43.4
3/18/2022,47.938
3/21/2022,48.636
3/22/2022,49.83
3/23/2022,56.89
3/24/2022,60.394
3/25/2022,53.69
3/28/2022,47.892
3/29/2022,48.882
3/30/2022,46.33
3/31/2022,48.486
4/1/2022,40.876
4/4/2022,54.336
4/5/2022,47.288
4/6/2022,49.602
4/7/2022,47.254
4/8/2022,46.592
4/11/2022,48.706
4/12/2022,50.344
4/13/2022,57.608
4/14/2022,59.942
4/18/2022,59.382
4/19/2022,64.032
4/20/2022,68.422
4/21/2022,65.496
4/22/2022,67.198
4/25/2022,77.514
4/26/2022,86.8
4/27/2022,99.808
4/28/2022,107.512
4/29/2022,85.628
5/2/2022,107.382
5/3/2022,102.556
5/4/2022,98.338
5/5/2022,96.076
5/6/2022,85.79
5/9/2022,92.556
5/10/2022,97.786
5/11/2022,101.728
5/12/2022,100.574
5/13/2022,96.708
5/16/2022,102.314
5/17/2022,99.37
5/18/2022,69.964
5/19/2022,53.648
5/20/2022,52.598
5/23/2022,53.228
5/24/2022,51.712
5/25/2022,54.868
5/26/2022,50.172
5/27/2022,48.924
5/31/2022,49.798
6/1/2022,59.166
6/2/2022,60.234
6/3/2022,60.874
6/6/2022,62.988
6/7/2022,58.992
6/8/2022,56.35
6/9/2022,62.566
6/10/2022,61.13
6/13/2022,56.614
6/14/2022,62.478
6/15/2022,71.412
6/16/2022,71.986
6/17/2022,71.67
6/21/2022,70.74
6/22/2022,74.044
6/23/2022,72.918
6/24/2022,71.362
6/27/2022,64.036
6/28/2022,58.33
6/29/2022,53.284
6/30/2022,52.596
7/1/2022,51.652
7/5/2022,44.316
7/6/2022,38.836
7/7/2022,45.236
7/8/2022,43.832
7/11/2022,48.05
7/12/2022,51.452
7/13/2022,52.298
7/14/2022,52.78
7/15/2022,52.534
7/18/2022,44.41
7/19/2022,42.77
7/20/2022,43.474
7/21/2022,48.434
7/22/2022,46.308
7/25/2022,44.356
7/26/2022,49.092
7/27/2022,53.06
7/28/2022,52.216
7/29/2022,46.404
8/1/2022,47.344
8/2/2022,43.35
8/3/2022,46.61
8/4/2022,43.236
8/5/2022,37.59
8/8/2022,34.832
8/9/2022,41.85
8/10/2022,40.056
8/11/2022,40.404
8/12/2022,43.698
8/15/2022,46.024
8/16/2022,49.622
8/17/2022,53.378
8/18/2022,52.708
8/19/2022,54.122
8/22/2022,57.654
8/23/2022,57.302
8/24/2022,66.348
8/25/2022,64.968
8/26/2022,66.936
8/29/2022,59.596
8/30/2022,60.548
8/31/2022,57.624
9/1/2022,55.92
9/2/2022,58.954
9/6/2022,56.836
9/7/2022,61.476
9/8/2022,58.844
9/9/2022,57.042
9/12/2022,57.35
9/13/2022,55.506
9/14/2022,47.326
9/15/2022,43.682
9/16/2022,42.068
9/19/2022,45.646
9/20/2022,49.248
9/21/2022,49.256
9/22/2022,51.64
9/23/2022,50.08
